Name,Token,Type,Status,ICO start,ICO end,Raised,Price,Bonus,Bounty,MVP/Prototype,Platform,Accepting,Minimum investment,Soft cap ,Hard cap ,Country,Whitelist/KYC,Restricted areas,Rate (Overall),Benchy Rating,Benchy Weight,Expert Team,Expert Vision,Expert Product,Weight of Experts,Number of Experts,Expert 1 Team,Expert 1 Vision,Expert 1 Product,Expert 1 Weight,Expert 2 Team,Expert 2 Vision,Expert 2 Product,Expert 2 Weight,Expert 3 Team,Expert 3 Vision,Expert 3 Product,Expert 3 Weight,Expert 4 Team,Expert 4 Vision,Expert 4 Product,Expert 4 Weight,Expert 5 Team,Expert 5 Vision,Expert 5 Product,Expert 5 Weight,Expert 6 Team,Expert 6 Vision,Expert 6 Product,Expert 6 Weight,Expert 7 Team,Expert 7 Vision,Expert 7 Product,Expert 7 Weight,Expert 8 Team,Expert 8 Vision,Expert 9 Product,Expert 9 Weight,Expert 10 Team,Expert 10 Vision,Expert 10 Product,Expert 10 Weight,Expert 11 Team,Expert 11 Vision,Expert 11 Product,Expert 11 Weight,Expert 12 Team,Expert 12 Vision,Expert 12 Product,Expert 12 Weight,Expert 13 Team,Expert 13 Vision,Expert 13 Product,Expert 13 Weight,Expert 14 Team,Expert 14 Vision,Expert 14 Product,Expert 14 Weight,Expert 15 Team,Expert 15 Vision,Expert 15 Product,Expert 15 Weight,Expert 16 Team,Expert 16 Vision,Expert 16 Product,Expert 16 Weight,Expert 17 Team,Expert 17 Vision,Expert 17 Product,Expert 17 Weight,Expert 18 Team,Expert 18 Vision,Expert 19 Product,Expert 19 Weight,Expert 20 Team,Expert 20 Vision,Expert 20 Product,Expert 20 Weight
Arker,ARKER,Utility,Ended,11/10/2017,12/30/2017,"$65,600",,,,,,,,,,Spain,,,3.2,3,74%,3.6,4,3.6,26%,2,4,3,4,,,4,,0.17,3,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armchain,,Utility,Unknown,,,N/A,1  = 0.01 USD,,,,Ethereum,"ETH, BTC, XRP",0.1 ETH,"15,000,000 USD","20,000,000 USD",British Virgin Islands,,"Canada, China, Singapore, South Korea, USA",2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Ceramics,ACR,Utility,Unknown,,,N/A,1 ACR = 1 USD,,,,Ethereum,"BTC, ETH",,,"8,000,000 USD",Russia,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArmPack,ARM,Utility,Trading,1/31/2018,4/30/2018,N/A,,,,,,,,,,Russia,,no,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARNA Panacea,ARNA,Utility,Trading,12/15/2017,2/10/2018,N/A,,,,,,,,,,Russia,,,3.4,2.6,36%,3.8,3.8,4.1,64%,11,3,4,4,,4,4,2,4,4,4,5,5,,3,4,4,,4,,3,3,5,,3,,,3,0.04,,3,,0.04,5,,,4,,,,0.03,,,,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
ARPA,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,,,,1.7,1.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arqit,ARQ,Utility,Unknown,,,N/A,1 ARQ = 0.004545 USD,,,,Own,,,,,UK,,"USA, China",2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARQUTE G.A.S.,AGAS,Utility,Ended,3/19/2018,6/1/2018,N/A,,,,,,,,,,Russia,,USA,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRM,ARRM,Utility,Ended,11/16/2017,12/18/2017,N/A,,,,,,,,,,Belarus,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARROUND,ARR,Utility,Ended,9/15/2018,11/15/2018,"$30,000,000",,,,,,,,,,Belize,,no,4.5,4.6,7%,4.6,4.6,4.4,93%,48,5,4,5,,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,,5,,5,4,5,,5,,5,5,5,,5,,5,5,0.03,,4,,0.01,4,,,4,,,4,0.03,,5,,0.03,5,,,0.03,,,,0.03,,,,0.03,,,,0.01
ArtChain Global,ACG,Utility,Ended,6/21/2018,6/23/2018,"$6,000,000",,,,,,,,,,Australia,,USA,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artcoin,ARS,Utility,Unknown,,,N/A,1 ARS = 0.01 USD,,Available,,Ethereum,"ETH, BTC, Fiat",250 USD,"5,000,000 USD","100,000,000 USD",,,,4.4,4.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemine,ARTE,Utility,Trading,9/14/2017,10/14/2017,N/A,,,,,,,,,,,,,1.5,1.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artex,ARX,Utility,Ended,12/5/2017,12/24/2017,N/A,,,,,,,,,,Russia,,,3,2.9,82%,3,5,3,18%,1,3,,5,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artis,ATS,Utility,Ended,10/1/2018,10/26/2018,N/A,,,,,,,,,,Austria,,"China, USA",2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artis Turba,ARTIS,Utility,Ended,11/29/2017,2/26/2018,"$5,000,000",,,,,,,,,,South Africa,,,2.9,2.7,82%,4,4,4,18%,1,4,,4,,,4,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtNoy,ART Token,Utility,Ended,7/1/2018,12/15/2018,N/A,,,,,,,,,,Israel,,USA,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtPro,APT,Utility,Unknown,,,N/A,1 APT = 0.15 USD,Available,Available,,Ethereum,ETH,,"5,000,000 USD","20,000,000 USD",Malta,,"Afghanistan, Belarus, Bosnia & Herzegovina, Burundi, Canada, Central African Republic, China, Democratic Republic of the Congo, Egypt, Eritrea, Ethiopia, Guinea, Guinea-Bissau, Haiti, Iran, Iraq, Lebanon, Libya, Maldives, Mali, Moldova, Montenegro, Myanmar, North Korea, Pakistan, Russia, Serbia, Somalia, South Sudan, Singapore, Sri Lanka, Sudan, Syria, Trindad and Tobago, Tunisia, Ukraine, USA, Venezuela, Yemen, Zimbabwe",4,4,13%,4.3,4.2,3.5,87%,22,4,5,4,,4,5,4,3,5,4,3,5,4,5,5,5,5,5,4,3,4,4,,5,,5,4,5,,4,,5,1,4,,4,,4,4,0.04,,5,,0.04,4,,,3,,,4,0.04,,3,,0.04,3,,,0.04,,,,0.03,,,,0.03,,,,0.03
ArtWook,AKC,Utility,Ended,7/20/2018,8/17/2018,N/A,,,,,,,,,,UK,,"USA, China",3,3,79%,3,3,3,21%,1,3,,3,,,3,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arweave,AR,Utility,Unknown,,,N/A,,,,,Blockweave,,,,,UK,,"USA, China",2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asgard,ASG,Utility,38 days 15 hours left,1/1/2019,3/31/2019,N/A,1 ASG = 0.166 USD,Available,Available,,Ethereum,ETH,1 USD,"1,300,000,000 USD","5,200,000,000 USD",United Arab Emirates,,"USA, China",3.8,4.1,69%,3,3,3,31%,1,3,,3,,,3,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsicVault,AVF,Utility,Ended,11/25/2018,12/22/2018,N/A,,,,,,,,,,Singapore,,"USA, Singapore, Estonia",3.5,3.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asmbler,ASM,Utility,Unknown,,,N/A,,Available,,,Ethereum,"BTC, ETH",,"1,000,000 USD","60,000,000 USD",,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASOBI COIN,ABX,Utility,Ended,7/4/2018,1/30/2019,"$5,000,000",,,,,,,,,,Estonia,,"China, USA",4.1,3.9,74%,5,4,5,26%,1,5,,4,,,5,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASQ Protocol,ASQT,Utility,Unknown,,,N/A,1 ASQT = 0.06 USD,Available,,,Ethereum,"BTC, ETH, LTC, Fiat","100,000 USD","5,500,000 USD","10,000,000 USD",Switzerland,,,4.1,3.9,71%,5,5,4,29%,1,5,,5,,,4,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Allocation Token,AAT,Utility,Unknown,,,N/A,1 AAT = 0.9 USD,Available,,,Ethereum,"BTC, ETH, LTC",100 USD,"5,000,000 USD","27,000,000 USD",Netherlands,,,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Token,ASET,Utility,Unknown,,,N/A,1 AST = 0.80 USD,Available,,,Ethereum,"ETH, BTC",,,,,,,3.1,2.3,,4.1,4.1,4,100%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asseta,,Utility,Ended,2/2/2018,2/28/2018,"$23,904,650",,,,,,,,,,Lithuania,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assetbase Foundation,PDT,Utility,Ended,3/1/2018,1/1/2019,N/A,,,,,,,,,,Seychelles,,None,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assetereum,ASET,Utility,Ended,3/1/2018,5/11/2018,"$4,191,365",,,,,,,,,,UK,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assistive Reality ARX,ARX,Utility,Unknown,,,N/A,1 ARX = 0.0002 ETH,Available,,,Ethereum,ETH,,,"56,000 ETH",Australia,,None,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSPACE,ASP,Utility,Ended,10/25/2018,1/1/2019,N/A,,,,,,,,,,,,,1.5,1.8,32%,1.1,1.7,1.3,68%,9,1,1,1,,1,1,1,1,1,2,,1,,1,1,1,,3,,2,1,,,1,,,2,0.08,,2,,0.08,,,,0.03,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aston,ATX,Utility,Trading,12/11/2017,12/31/2017,N/A,,,,,,,,,,Singapore,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AstorGame,ASTOR,Utility,Ended,1/29/2018,4/29/2018,"$11,200,000",,,,,,,,,,Argentina,,,3,2.8,55%,2.9,3.7,3.2,45%,4,3,2,3,,4,4,,4,2,4,,4,,,4,0.12,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria,APC,Utility,Trading,9/14/2018,10/14/2018,N/A,,,,,,,,,,Singapore,,"China, USA",2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRA,STAR,Utility,37 days 15 hours left,12/4/2018,3/31/2019,N/A,1 STAR = 1 USD,Available,,,Ethereum,ETH,1 ETH,,,USA,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astral9,XA9,Utility,Unknown,,,N/A,1 XA9 = 0.15 XLM,,Available,,Stellar,,,"2,500,000 USD","6,250,000 USD",USA,,,1.1,1.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRcoin,ASTR,Utility,Trading,11/6/2017,1/20/2018,N/A,,,,,,,,,,Hong Kong,,,2.2,2.9,52%,1.4,1.6,1.2,48%,4,2,1,1,,2,1,,1,1,2,,1,,,1,0.07,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astronaut,ASTRO,Utility,Ended,9/25/2017,10/20/2017,"$2,513,535",,,,,,,,,,USA,,,3.4,3.3,61%,4,3.5,3.5,39%,4,4,4,4,,4,4,,3,4,5,,3,,,4,0.06,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asura Coin,ASA,Utility,Ended,6/2/2018,7/31/2018,"$899,469",,,,,,,,,,New Zealand,,"USA, China",4.4,3.7,36%,4.8,4.8,4.8,64%,5,5,5,5,,5,3,,5,5,5,,3,,,5,0.15,,3,,0.12,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATB coin,ATB,Utility,Trading,7/12/2017,9/1/2017,"$20,400,000",,,,,,,,,,USA,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATFS Project,ATFS,Utility,Ended,1/10/2018,2/9/2018,"$1,519,106",,,,,,,,,,Cayman Islands,,,3.7,3.2,27%,4,4.1,3.5,73%,12,4,5,5,,3,5,4,1,4,5,3,3,4,4,3,1,,3,,5,3,4,,3,,5,2,0.04,,4,,0.09,2,,,2,,,2,0.03,,,,0.03,,,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
Athena,ATN,Utility,Ended,10/12/2017,11/29/2017,N/A,,,,,,,,,,Czech Republic,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athero,THO,Utility,Ended,9/20/2018,1/20/2019,"$19,957,618",,,,,,,,,,Cayman Islands,,,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atisios,ATIS,Utility,Ended,11/1/2018,11/30/2018,N/A,1 ATIS = 0.00008 ETH,,Available,,Ethereum,ETH,0.1 ETH,"6,900 ETH","110,400 ETH",France,,,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlant,ATL,Utility,Trading,9/7/2017,11/1/2017,"$6,500,000",,,,,,,,,,Russia,,,4,4.1,45%,4.2,4.1,3.6,55%,10,5,4,4,,4,5,4,3,4,3,5,5,,4,3,4,,4,,5,4,5,,3,,,4,0.04,,4,,0.04,5,,,0.03,,,,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantico Network,ATL,Utility,Trading,8/25/2018,10/31/2018,"$4,913,660",,,,,,,,,,Spain,,,3.7,3.7,61%,3.6,3.7,3.7,39%,3,4,5,1,,,5,,3,5,,,3,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Network,ATLS,Utility,Unknown,,,N/A,1 ATLS = 0.0001 ETH,Available,,,Ethereum,ETH,,,"45,000 ETH",Singapore,,"USA, China",3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atmatrix,ATT,Utility,Ended,8/18/2017,9/18/2017,N/A,,,,,,,,,,Singapore,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMToken,ATMT,Utility,Unknown,,,N/A,1 ATMT = 0.0009090909 ETH,,,,Ethereum,ETH,,,"2,400 ETH",Sweden,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATN,ATN,Utility,Unknown,,,N/A,,,,,Ethereum,ETH,,,,Singapore,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atomic Network,ATOMIC,Utility,Unknown,,,N/A,1 ATOMIC = 0.0025 ETH,Available,,,Ethereum,ETH,0.1 ETH,,"287,500 ETH",Ireland,,"USA, China, South Korea",1.8,1.8,68%,1.5,2,1.5,32%,2,1,2,2,,,2,,0.17,1,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atonomi,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,USA,,,3,2.2,62%,4.5,4.5,3.5,38%,2,5,4,5,,,4,,0.2,3,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atrix,ATRIX,Utility,Ended,11/25/2017,12/20/2017,N/A,,,,,,,,,,Slovenia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atronocom,ATRO,Utility,Unknown,,,N/A,1 ATRO = 0.6 USD,,,,Own,,,,,United Arab Emirates,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attention Network,ATTN,Utility,Ended,2/15/2018,3/15/2018,N/A,,,,,,,,,,Canada,,,3.1,2.4,49%,3.6,3.8,3.8,51%,5,3,4,3,,4,5,,4,4,4,,4,,,5,0.1,,3,,0.04,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrace,ATTR,Utility,Unknown,,,N/A,1 ATTR = 0.017 USD,Available,Available,,Custom,"ETH, BTC, Fiat",0.02 ETH,"2,000,000 USD","5,929,302 USD",Netherlands,,"USA, China",3.9,4,11%,4,4.1,3.6,89%,25,5,3,3,,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,,3,,3,4,4,,4,,3,4,5,,5,,4,4,0.05,,4,,0.04,3,,,3,,,4,0.04,,4,,0.04,3,,,0.04,,,,0.04,,,,0.03,,,,0.03
Auctus,AUC,Utility,Trading,4/10/2018,4/20/2018,"$3,770,005",,,,,,,,,,British Virgin Islands,,"USA, China and Singapore",3.8,4,11%,3.9,4,3.6,89%,40,4,4,4,,3,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,,5,,4,4,4,,4,,4,3,4,,4,,4,3,0.02,,4,,0.04,4,,,4,,,4,0.02,,3,,0.02,3,,,0.04,,,,0.02,,,,0.04,,,,0.04
Auditchain,AUDT,Utility,Unknown,,,N/A,,,Available,,Ethereum,,5 ETH,,"59,220 ETH",Switzerland,,,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augmate,MATE,Utility,Ended,1/1/2018,6/30/2018,N/A,,,,,,,,,,USA,,China,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augmentors,DTB,Utility,Trading,1/30/2017,2/28/2017,"$1,069,525",,,,,,,,,,South Africa,,,1.9,2.2,71%,1,1,1,29%,1,1,,1,,,1,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augur,REP,Utility,Trading,8/17/2015,10/1/2015,"$5,000,000",,,,,,,,,,USA,,,3.8,3.7,84%,5,5,2.9,16%,2,5,5,5,,,5,,0.14,2,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August927,AUG,Utility,Ended,9/13/2018,12/25/2018,N/A,,,,,,,,,,Singapore,,"China, Nepal, Afghanistan, Canada, Bangladesh, South Korea, Syria, Bolivia, Pakistan, North Korea, Lebanon, Iceland, USA",2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aunite,AUNIT,Utility,Ended,3/26/2018,7/22/2018,"$10,690,364",,,,,,,,,,Russia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auricoin,AURICOIN,Utility,27 days 8 hours left,11/23/2018,3/20/2019,N/A,1 AURICOIN = 888.88 USD,Available,,,Ethereum,"ETH, BTC, LTC, DASH, BCH, ETC, BTG, Fiat",11 USD,"40,000,000 USD","80,000,000 USD",Liechtenstein,,,3.2,3.5,78%,3,3,1,22%,1,3,,3,,,1,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,IDXM,Utility,Ended,12/11/2017,1/11/2018,"$7,283,717",,,,,,,,,,USA,,,3.3,3.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Ecosystem,AUK,Utility,Ended,7/21/2018,1/20/2019,N/A,,,,,,,,,,Spain,,"USA, Canada, China",2,2.2,83%,1,2,1,17%,1,1,,2,,,1,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurum,AURUM,Utility,Ended,11/5/2018,12/31/2018,N/A,,,,,,,,,,Russia,,"USA, China",3.5,3.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuthenticID,ATHAU,Utility,Ended,11/28/2017,12/24/2017,N/A,,,,,,,,,,USA,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authoreon,AUTH,Utility,Ended,8/19/2017,12/31/2017,"$1,500,000",,,,,,,,,,Singapore,,,3,3.2,56%,2.9,3,2.3,44%,3,3,3,2,,,3,,3,3,,,2,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authorship,ATS,Utility,Ended,8/15/2017,9/14/2017,N/A,,,,,,,,,,USA,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authpaper,AUPC,Utility,Ended,9/14/2018,12/15/2018,"$730,040",,,,,,,,,,Hong Kong,,"USA, China",3.5,3.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoBay,ABX,Utility,Ended,11/1/2018,12/15/2018,N/A,,,,,,,,,,Argentina,,"USA, China",3.6,4,12%,3.4,3.6,3.6,88%,23,4,4,4,,2,3,3,3,3,4,3,5,3,3,4,3,3,4,3,4,3,5,,3,,3,2,4,,5,,4,5,3,,5,,3,4,0.05,,4,,0.02,5,,,4,,,3,0.04,,5,,0.04,2,,,0.04,,,,0.03,,,,0.03,,,,0.03
AutoBlock,AUTOCOIN,Utility,Ended,12/1/2018,12/31/2018,N/A,,,,,,,,,,UK,,"China, Mexico, Russia, Saudi Arabia, South Korea, USA",3.9,3.9,41%,3.9,4,4.1,59%,4,3,5,4,,3,5,,5,5,2,,5,,,3,0.15,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive eXchange Token,AXT,Utility,Unknown,,,N/A,1 AXT = 0.00025 ETH,Available,,,Ethereum,ETH,0.5 ETH,,,,,,2.7,2.7,,,,,100%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonio,NIO,Utility,Trading,9/22/2017,10/22/2017,N/A,,,,,,,,,,China,,,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoria,AUT,Utility,Ended,7/14/2017,8/4/2017,N/A,,,,,,,,,,USA,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
